review,sentimiento,idioma,review_norm,confianza,categoria_idioma,emojis_encontrados,tiene_emoji,num_emojis
"Este hotel de dos estrellas, siempre hay que recordar que estamos hablando de un dos estrellas, y por ello se ha de ser consciente de lo que puedes encontrar por más Opiniónes positivas que encuentres en esta página de otros viajeros. [PERSONA] en que se encuentra en una situación excelente, frente a la puerta de la mezquita. La decoración coincido tambien con los demás viajeros es antigua y tiene algunos fallos, tal vez con poner edredones nuevos y cortinas conseguirian un gran cambio, positivo es que las habitaciones son amplias y los baños aunque pequeños, limpios y en buen estados. Todo lo anteriormente descrito son insignificancias, el mayor problema que he encontrado en él es la cama, excesivamente dura, literalmente una tabla y la almohada como si no exitiera de lo delegada que era. Por lo que lamento decir que el descanso fue pésimo, y al viajar en grupo, todos coincidimos en esta opinión. Por ello, recomiendo si te alojas, llevarte una almohada o pedir un par de ellas mas en recepción.... y que la estancia allí no supere un par de días, si eres de los que necesitas descansar un poco, claro.",neutro,es,este hotel de dos estrellas siempre hay que recordar que estamos hablando de un dos estrellas y por ello se ha de ser consciente de lo que puedes encontrar por mas opiniones positivas que encuentres en esta pagina de otros viajeros coincido en que se encuentra en una situacion excelente frente a la puerta de la mezquita la decoracion coincido tambien con los demas viajeros es antigua y tiene algunos fallos tal vez con poner edredones nuevos y cortinas conseguirian un gran cambio positivo es que las habitaciones son amplias y los banos aunque pequenos limpios y en buen estados todo lo anteriormente descrito son insignificancias el mayor problema que he encontrado en el es la cama excesivamente dura literalmente una tabla y la almohada como si no exitiera de lo delegada que era por lo que lamento decir que el descanso fue pesimo y al viajar en grupo todos coincidimos en esta opinion por ello recomiendo si te alojas llevarte una almohada o pedir un par de ellas mas en recepcion y que la estancia alli no supere un par de dias si eres de los que necesitas descansar un poco claro,1.0,español_seguro,[],False,0
"El hotel está ubicado a escasos metros de uno de los accesos de la Mezquita de Córdoba, la situación es inmejorable. La zona es bastante bulliciosa, pero el hotel es tranquilo. [PERSONA] de ascensor lo cual nos fue útil al viajar con un bebé. [PERSONA] pusieron a nuestra disposición gratis una cuna de viaje. La habitación tenía una decoración anticuada, pero era muy espaciosa y tranquila. Lo que menos nos gustó fue el colchón, que era muy viejo y blando. El desayuno está muy limitado (tostadas o cruasán con café) pero justo enfrente del hotel hay un restaurante que ofrece desayunos variados a buen precio. Para aquellos que vayan en coche, es posible acceder en coche hasta la misma puerta del hotel, pese a que el tráfico por el centro está restringido. Basta con indicar en el control de acceso que se está alojado en el hotel. No disponen de parking, pero tienen un acuerdo con un hotel cercano para aparcar. En nuestro caso no fue posible porque no les quedaban plazas libres, y acabamos aparcando al otro lado del puente romano, en la calle Mantillo, en la que suele haber huecos y no hay que pagar por aparcar.",neutro,es,el hotel esta ubicado a escasos metros de uno de los accesos de la mezquita de cordoba la situacion es inmejorable la zona es bastante bulliciosa pero el hotel es tranquilo disponen de ascensor lo cual nos fue util al viajar con un bebe ademas pusieron a nuestra disposicion gratis una cuna de viaje la habitacion tenia una decoracion anticuada pero era muy espaciosa y tranquila lo que menos nos gusto fue el colchon que era muy viejo y blando el desayuno esta muy limitado tostadas o cruasan con cafe pero justo enfrente del hotel hay un restaurante que ofrece desayunos variados a buen precio para aquellos que vayan en coche es posible acceder en coche hasta la misma puerta del hotel pese a que el trafico por el centro esta restringido basta con indicar en el control de acceso que se esta alojado en el hotel no disponen de parking pero tienen un acuerdo con un hotel cercano para aparcar en nuestro caso no fue posible porque no les quedaban plazas libres y acabamos aparcando al otro lado del puente romano en la calle mantillo en la que suele haber huecos y no hay que pagar por aparcar,1.0,español_seguro,[],False,0
"Nos alojamos una noche y fue improvisado totalmente, ya que fuimos ""a la aventura"". Tuvimos suerte que quedaba una habitación y salía bien de precio (60 euros, habitación de matrimonio con desayuno incluído) y encima al lado de la Mezquita... qué más se puede pedir?La habitación normal, limpia y confortable.",neutro,es,nos alojamos una noche y fue improvisado totalmente ya que fuimos a la aventura tuvimos suerte que quedaba una habitacion y salia bien de precio 60 euros habitacion de matrimonio con desayuno incluido y encima al lado de la mezquita que mas se puede pedirla habitacion normal limpia y confortable,1.0,español_seguro,[],False,0
"En efecto el hotel está muy bien situado, pero aqui acaba todo lo bueno que puedo decir acerca del establecimiento en cuestión. Si viajais en vehiculo particular, resulta practicamente imposible llegar al lugar de una forma rápida y sencilla. [PERSONA], en conversacion telefónica con la recepción del hotel me aseguraron que disponian de aparcamiento para los clientes, lo cual resultó ser FALSO. Se trata de una cuestión importante, habida cuenta de que en el centro de Cordoba no hay ni un solo aparcamiento público, con lo que os vereis obligados a aparcar a bastante distancia y a [PERSONA] en taxi bus, perdiendo así la ventaja de su buena ubicación. Otro dato: carece de servicio de consigna.",negativo,es,en efecto el hotel esta muy bien situado pero aqui acaba todo lo bueno que puedo decir acerca del establecimiento en cuestion si viajais en vehiculo particular resulta practicamente imposible llegar al lugar de una forma rapida y sencilla ademas en conversacion telefonica con la recepcion del hotel me aseguraron que disponian de aparcamiento para los clientes lo cual resulto ser falso se trata de una cuestion importante habida cuenta de que en el centro de cordoba no hay ni un solo aparcamiento publico con lo que os vereis obligados a aparcar a bastante distancia y a desplazaros en taxibus perdiendo asi la ventaja de su buena ubicacion otro dato carece de servicio de consigna,1.0,español_seguro,[],False,0
"Esta habitación era caro para el alojamiento que proporcionaron. La habitación en sí estaba bien, pero la cama era extremadamente incómoda y pequeña para dos personas. era como dormir en una pieza de madera contrachapada y había una almohada grande para compartir. El cuarto de baño era bueno, pero no había secador de pelo, un gran inconveniente para mi esposa. [PERSONA] teníamos una ventana que daba a la Mezquita, que resultó ser muy ruidoso por la noche. No me alojaría aquí de nuevo.",negativo,es,esta habitacion era caro para el alojamiento que proporcionaron la habitacion en si estaba bien pero la cama era extremadamente incomoda y pequena para dos personas era como dormir en una pieza de madera contrachapada y habia una almohada grande para compartir el cuarto de bano era bueno pero no habia secador de pelo un gran inconveniente para mi esposa tambien teniamos una ventana que daba a la mezquita que resulto ser muy ruidoso por la noche no me alojaria aqui de nuevo,1.0,español_seguro,[],False,0
"La ubicación de este hotel justo enfrente de la Mezquita resultó ser un problema para mí más que una ventaja. Nuestra habitación estaba en el lado de la calle y había corrientes constantes de turistas caminando pasado a todas horas y no tienen doble acristalamiento para mantener el ruido. pedí si nos podían trasladar a la parte trasera del hotel, pero debido a que el fin de semana, no había otras habitaciones disponibles. Me fui un día temprano por esta razón. La habitación era muy básico aunque espaciosa con dos pequeñas camas duras y diminuta estimuláis TV con canales en español. Estaba limpio, pero carece de comodidad y más que un poco pasado de moda para mi gusto. El hotel en sí estaba llena de antigüedades y objetos interesantes que ver y un agradable patio para el desayuno.",negativo,es,la ubicacion de este hotel justo enfrente de la mezquita resulto ser un problema para mi mas que una ventaja nuestra habitacion estaba en el lado de la calle y habia corrientes constantes de turistas caminando pasado a todas horas y no tienen doble acristalamiento para mantener el ruido pedi si nos podian trasladar a la parte trasera del hotel pero debido a que el fin de semana no habia otras habitaciones disponibles me fui un dia temprano por esta razon la habitacion era muy basico aunque espaciosa con dos pequenas camas duras y diminuta estimulais tv con canales en espanol estaba limpio pero carece de comodidad y mas que un poco pasado de moda para mi gusto el hotel en si estaba llena de antiguedades y objetos interesantes que ver y un agradable patio para el desayuno,1.0,español_seguro,[],False,0
"Nos dieron una habitación estándar literalmente sucia, en el escritorio habían residuos de comida, y no tienen habitaciones estándar con ducha separada de bañera (que son tan inseguras y ni siquiera tienen barra de seguridad para agarrarse), así que pedimos cambiar a una suite. La suite tiene baños nada privados, si te quieres levantar de noche para usar el baño, obligatoriamente despiertas a la otra persona porque la puerta es de cristal totalmente transparente. Luego la puerta del water es de vidrio semitransparente. Las suites están pensadas únicamente para parejas de recién casados, que imagino ¿deben disfrutar ver al compañero sentado [PERSONA] alfombra da sensación de suciedad y el olor del desinfectante en los pasillos es muy penetrante. Sugiero actualizarse al parqué que facilita la limpieza. Las llaves no son magnéticas de tarjeta, sino una sola llave regular, con un llavero super pesado, que debes dejar en recepción cada vez que sales del hotel. Al llegar debía esperar a que la gente de recepción atendiera a todos los clientes para que me dieran mi llave. El restaurante del hotel bastante atentos, ya sea si comes allí o si pides servicio de habitación.",neutro,es,nos dieron una habitacion estandar literalmente sucia en el escritorio habian residuos de comida y no tienen habitaciones estandar con ducha separada de banera que son tan inseguras y ni siquiera tienen barra de seguridad para agarrarse asi que pedimos cambiar a una suite la suite tiene banos nada privados si te quieres levantar de noche para usar el bano obligatoriamente despiertas a la otra persona porque la puerta es de cristal totalmente transparente luego la puerta del water es de vidrio semitransparente las suites estan pensadas unicamente para parejas de recien casados que imagino deben disfrutar ver al companero sentado evacuandola alfombra da sensacion de suciedad y el olor del desinfectante en los pasillos es muy penetrante sugiero actualizarse al parque que facilita la limpieza las llaves no son magneticas de tarjeta sino una sola llave regular con un llavero super pesado que debes dejar en recepcion cada vez que sales del hotel al llegar debia esperar a que la gente de recepcion atendiera a todos los clientes para que me dieran mi llave el restaurante del hotel bastante atentos ya sea si comes alli o si pides servicio de habitacion,1.0,español_seguro,[],False,0
"Lo venden como hotel con encanto y no es asi' es frio, caro, mal servicio, la tv no funciona, en fin horrible. Lo mejor el ambiente de los bares de alrededor, lo centrico q es y bueno el colchon. conozco otros hoteles por el paseo de los tristes q tienen encanto de verdad, el hotel monjas del carmen es realmente un hostal de pacotilla' porfavor no reserven",negativo,es,lo venden como hotel con encanto y no es asi es frio caro mal servicio la tv no funciona en fin horrible lo mejor el ambiente de los bares de alrededor lo centrico q es y bueno el colchon conozco otros hoteles por el paseo de los tristes q tienen encanto de verdad el hotel monjas del carmen es realmente un hostal de pacotilla porfavor no reserven,1.0,español_seguro,[],False,0
"En viaje de Luna de Miel nos encontramos con que el hotel de ""4 estrellas"" no tiene cama matrimonial. No es que no tenía disponible ehh, simplemente no tiene!!!. Te juntan dos hermosos sommiers súper cómodos, pero cada uno con su ropa de cama, por lo cual es la peor opción para viaje de novios. Otro menos diez es el desayuno, teníamos incluído desayuno continental, en el hotel Monjas del Carmen el desayuno continental es un mozo que te pregunta que querés tomár y si preferís Pan Tostado o ""[PERSONA]"". Trajo un pan tostado con un café con leche, y nos podíamos servir manteca, mermelada o paté de la deplorable mesita de autoservicio. [PERSONA] de un verdadero desayuno. En la habitación el aire está fijo en frío o calor y a los grados que ellos quieren. [PERSONA] un día de calor aplastante y el aire estaba en calor, no se podía hacer nada hasta que viniera el técnico. [PERSONA] recomendaron ""abrir las ventanas"".",neutro,es,en viaje de luna de miel nos encontramos con que el hotel de 4 estrellas no tiene cama matrimonial no es que no tenia disponible ehh simplemente no tiene te juntan dos hermosos sommiers super comodos pero cada uno con su ropa de cama por lo cual es la peor opcion para viaje de novios otro menos diez es el desayuno teniamos incluido desayuno continental en el hotel monjas del carmen el desayuno continental es un mozo que te pregunta que queres tomar y si preferis pan tostado o bolleria trajo un pan tostado con un cafe con leche y nos podiamos servir manteca mermelada o pate de la deplorable mesita de autoservicio olvidate de un verdadero desayuno en la habitacion el aire esta fijo en frio o calor y a los grados que ellos quieren estuve un dia de calor aplastante y el aire estaba en calor no se podia hacer nada hasta que viniera el tecnico me recomendaron abrir las ventanas,1.0,español_seguro,[],False,0
"Ni las instalaciones, ni el precio son ningún chollo. El ruido del bar de la planta baja sube por el patio interior y por las ventanas (el bar tiene una terraza que da directamente a las habitaciones). El estilo es funcional, sin asomo de diseño ni decoración. El que busque un hotel con encanto se sentirá defraudado. Eso sí, está bien situado y el parking es un alivio, aunque te cobran 22 euros. A título personal tuvimos un problema en recepción porque se empeñaron en que teníamos que dejar el DNI de mi hija. Luego resulta que no hacía falta porque sólo tiene 14 años. En general, mala atención. Resumiendo, una decepción si se busca algo especial. Bien, si se quiere estar céntrico y cómodo, aunque el ruido del bar puede ser un problema.",neutro,es,ni las instalaciones ni el precio son ningun chollo el ruido del bar de la planta baja sube por el patio interior y por las ventanas el bar tiene una terraza que da directamente a las habitaciones el estilo es funcional sin asomo de diseno ni decoracion el que busque un hotel con encanto se sentira defraudado eso si esta bien situado y el parking es un alivio aunque te cobran 22 euros a titulo personal tuvimos un problema en recepcion porque se empenaron en que teniamos que dejar el dni de mi hija luego resulta que no hacia falta porque solo tiene 14 anos en general mala atencion resumiendo una decepcion si se busca algo especial bien si se quiere estar centrico y comodo aunque el ruido del bar puede ser un problema,1.0,español_seguro,[],False,0
La decoración es antiquísimo! Mi habitación daba a la calle y dormí fatal por el ruido! Lo mejor era la atención de la recepción (muy agradables). El desayuno normal. En total: no volveré allí!..........................,negativo,es,la decoracion es antiquisimo mi habitacion daba a la calle y dormi fatal por el ruido lo mejor era la atencion de la recepcion muy agradables el desayuno normal en total no volvere alli ,1.0,español_seguro,[],False,0
"El hotel etá bien, un poco antiguo y está fuera del casco histórico de [PERSONA], sin embargo hay un autobús (número 1) que se coge enfrente del hotel y te deja en la zona vieja de Cádiz, a la vuelta te deja en la misma puerta del hotel. El personal es amabilísimo, las habitaciones bien pero con bañera. El desayuno, bueno.",neutro,es,el hotel eta bien un poco antiguo y esta fuera del casco historico de cadiz sin embargo hay un autobus numero 1 que se coge enfrente del hotel y te deja en la zona vieja de cadiz a la vuelta te deja en la misma puerta del hotel el personal es amabilisimo las habitaciones bien pero con banera el desayuno bueno,1.0,español_seguro,[],False,0
"Este fin de semana he tenido la oportunidad de hospedarme en este hotel del cual encuentro cosas buenas y otras a mejorar. Es un hotel cómodo, se encuentra a medio camino entre la playa y la cercanía al casco antiguo de la ciudad y posee una parada de taxis en la puerta que te facilita los desplazamientos. Poseen servicio de aparcamiento el cual te cobran aparte (11 euros día IVA), un detalle que nos gustó fué que nos aparcaran el coche y al día siguiente se hubiesen molestado en limpiar la luna delantera. El personal es de trato agradable y correcto lo cual mejora la estancia. Las habitaciones, al menos en mi caso, son muy espaciosas y limpias, la cama era de tamaño [PERSONA] size lo cual me llamó mucho la atención, poseía terraza solarium y entrada-recibidor. Los baños son amplios y no faltan los detalles necesarios como gel de baño y champú, el resto de los complementos te indican que hay que solicitarlos en recepción si los necesitas sin coste alguno, hubo dos detalles que no puedo pasar por alto. En primer lugar me llamó la atención que las habitación tuviesen una decoración tan anticuada, no acorde a los tiempos que corren pero creo que eso es algo que estan resolviendo. En segundo lugar nuestra habitación estaba junto a los ascensores, no está debidamente insonorizada y ello afecta a la calidad del sueño puesto que puedes escuchar la maquinaria del mismo por la noche. Hubo un tercer detalle el cual puedo comentar pero no reprochar el cual me pareció feo. [PERSONA] la reserva por internet unas semanas antes de la llegada con un resultado de ""la mejor tarifa disponible"", cual fué mi sorpresa que curioseando simulé la reseva en las mismas condiciones el día antes de la llegada y el precio había mejorado. Cuando realicé el pago observé que me cargarón el precio original y no el último precio disponible por lo que ""la mejor tarifa disponible"" había dejado de ser la mía... un detalle que no se puede reprochar pero que te deja un sabor de boca agridulce.....",neutro,es,este fin de semana he tenido la oportunidad de hospedarme en este hotel del cual encuentro cosas buenas y otras a mejorar es un hotel comodo se encuentra a medio camino entre la playa y la cercania al casco antiguo de la ciudad y posee una parada de taxis en la puerta que te facilita los desplazamientos poseen servicio de aparcamiento el cual te cobran aparte 11 eurosdia  iva un detalle que nos gusto fue que nos aparcaran el coche y al dia siguiente se hubiesen molestado en limpiar la luna delantera el personal es de trato agradable y correcto lo cual mejora la estancia las habitaciones al menos en mi caso son muy espaciosas y limpias la cama era de tamano king size lo cual me llamo mucho la atencion poseia terraza solarium y entradarecibidor los banos son amplios y no faltan los detalles necesarios como gel de bano y champu el resto de los complementos te indican que hay que solicitarlos en recepcion si los necesitas sin coste alguno hubo dos detalles que no puedo pasar por alto en primer lugar me llamo la atencion que las habitacion tuviesen una decoracion tan anticuada no acorde a los tiempos que corren pero creo que eso es algo que estan resolviendo en segundo lugar nuestra habitacion estaba junto a los ascensores no esta debidamente insonorizada y ello afecta a la calidad del sueno puesto que puedes escuchar la maquinaria del mismo por la noche hubo un tercer detalle el cual puedo comentar pero no reprochar el cual me parecio feo hice la reserva por internet unas semanas antes de la llegada con un resultado de la mejor tarifa disponible cual fue mi sorpresa que curioseando simule la reseva en las mismas condiciones el dia antes de la llegada y el precio habia mejorado cuando realice el pago observe que me cargaron el precio original y no el ultimo precio disponible por lo que la mejor tarifa disponible habia dejado de ser la mia un detalle que no se puede reprochar pero que te deja un sabor de boca agridulce,1.0,español_seguro,[],False,0
"Hotel que necesita una renovación de mobiliario, esta anticuado. Habitación muy amplia y cama muy grande. La ubicación no esta mal porque hay parada del autobús en la puerta. Le quitaria alguna estrella...",neutro,es,hotel que necesita una renovacion de mobiliario esta anticuado habitacion muy amplia y cama muy grande la ubicacion no esta mal porque hay parada del autobus en la puerta le quitaria alguna estrella,1.0,español_seguro,[],False,0
"Nada mas entrar ves las 4 estrellas con le leyenda ciudad. Pero es un hotel de playa y como tal ha de cumplir un unico requisito. Que la habitacion este hecha antes de las 13:00 horas o 13:30, consa que solo ocurrio un dia. Tras la primera noche y tras disfrutar a lo largo de la mañana de la playa llegamos a la habitacion, y vimos con sorpresa que no habia sido limpiada, dimos una vuelta volvimos a las 15:00 y seguia igual, llamamos a recepcion, y les dimos aviso que no la hicieran hasta nuestra salida y a nuestra salida a la tarde la limpiaron. la habitacion no estuvo limpiada 4 de 7 dias antes de las 14:30 horas, y teniendo en cuenta que vuelves con arena, agua salada cansado y con ganas de una ducha, de haber estado en la playa, es un lujo que no creo que se deban permitir. El personal de recepcion un encanto agradable y atento, la habitacion correcta, limpia y soleada, muy bien insonorizada y con ventanas dobles ( barcelo aprende ).",neutro,es,nada mas entrar ves las 4 estrellas con le leyenda ciudad pero es un hotel de playa y como tal ha de cumplir un unico requisito que la habitacion este hecha antes de las 1300 horas o 1330 consa que solo ocurrio un dia tras la primera noche y tras disfrutar a lo largo de la manana de la playa llegamos a la habitacion y vimos con sorpresa que no habia sido limpiada dimos una vuelta volvimos a las 1500 y seguia igual llamamos a recepcion y les dimos aviso que no la hicieran hasta nuestra salida y a nuestra salida a la tarde la limpiaron la habitacion no estuvo limpiada 4 de 7 dias antes de las 1430 horas y teniendo en cuenta que vuelves con arena agua salada cansado y con ganas de una ducha de haber estado en la playa es un lujo que no creo que se deban permitir el personal de recepcion un encanto agradable y atento la habitacion correcta limpia y soleada muy bien insonorizada y con ventanas dobles  barcelo aprende ,1.0,español_seguro,[],False,0
"Lo primero que nos dimos cuenta al llegar a la habitación del hotel fue que ésta no contaba con ningún mecanismo de ventilación y al intentar encender el aire acondicionado no funcionaba. [PERSONA] de recepción: que las instalaciones del hotel eran muy antiguas y que contaban solo con un sistema de ventilación; explicación de la persona de mantenimiento: es que el aire acondicionado se había hechado a perder el año pasado y que aun no lo habían arreglado.... resultado final: casi toda la semana durmiendo casi ahogados de calor con la ventana abierta de par en par a temperaturas de 35, 36 grados.... Buffet poco variado, atención del personal totalmente indiferentes a las demandas de los turistas, instalaciones en mal estado sobre todo los ascensores que a pesar que son 4 por planta son demasiado pequeños por lo que el viaje desde tu habitacion hasta el comedor se hace eterno y agobiante por el calor que hay dentro de los mismos (tampoco hay ventilacion de ninguna clase).Limpieza de las habitaciones la minima, camas muy estrechas. No cuentas con linea de conexión telefónica desde tu habitacion hacia recepcion, solo la tienes si pagas 5 euros, lo mismo que la tele que para que te den el mando tb debes pagar 5 euros (en el caso de la tele te los devuelven a la salida).Muy mala insonorizacion entre las habitaciones ( ruido de pasajeros que se levantan temprano a las excursiones, movimiento de muebles, etc). Piscina sin guardavidas muy pequeña e incómoda. Lejos de la playa, te dicen a 600 metros, pero no te dicen la cantidad de escaleras que hay que bajar para llegar... Conclusion final: Para no volver.",negativo,es,lo primero que nos dimos cuenta al llegar a la habitacion del hotel fue que esta no contaba con ningun mecanismo de ventilacion y al intentar encender el aire acondicionado no funcionaba explicacion de recepcion que las instalaciones del hotel eran muy antiguas y que contaban solo con un sistema de ventilacion explicacion de la persona de mantenimiento es que el aire acondicionado se habia hechado a perder el ano pasado y que aun no lo habian arreglado resultado final casi toda la semana durmiendo casi ahogados de calor con la ventana abierta de par en par a temperaturas de 35 36 grados buffet poco variado  atencion del personal totalmente indiferentes a las demandas de los turistas instalaciones en mal estado sobre todo los ascensores que a pesar que son 4 por planta son demasiado pequenos por lo que el viaje desde tu habitacion hasta el comedor se hace eterno y agobiante por el calor que hay dentro de los mismos tampoco hay ventilacion de ninguna claselimpieza de las habitaciones la minima camas muy estrechas no cuentas con linea de conexion telefonica desde tu habitacion hacia recepcion solo la tienes si pagas 5 euros lo mismo que la tele que para que te den el mando tb debes pagar 5 euros en el caso de la tele te los devuelven a la salidamuy mala insonorizacion entre las habitaciones  ruido de pasajeros que se levantan temprano a las excursiones movimiento de muebles etc piscina sin guardavidas muy pequena e incomoda lejos de la playa te dicen a 600 metros pero no te dicen la cantidad de escaleras que hay que bajar para llegar conclusion final para no volver,1.0,español_seguro,[],False,0
"[PERSONA] en este hotel la última semana de junio y primera de julio de 2011 junto con mi marido y mis dos hijos. Decir que la atención por parte de los camareros del comedor (íbamos con pensión completa) fue muy buena, sin embargo la comida era poco variada y muy grasa, tal vez todo estaba orientado a los jóvenes (podrían ser 100) que estaban también alojados, por lo visto en esa época están en Torremolinos chicos que pertenecen a clubs deportivos, imaginaros el jaleo a la hora de las comidas, sobra decir que nosostros no sabíamos nada de esto. Por otra parte la limpieza era nefasta, solíamos llegar de la playa sobre las 13,30 h. (salíamos del hotel sobre las 10,00h) y no teníamos la habitación arreglada, ni siquiera papel higiénico. Al dirigirnos a recepción para pedir explicaciones ya que fueron varios días de este hecho, nos trataron fatal. Si vuelvo a Torremolinos, lugar precioso, no iré a este hotel.",negativo,es,estuve en este hotel la ultima semana de junio y primera de julio de 2011 junto con mi marido y mis dos hijos decir que la atencion por parte de los camareros del comedor ibamos con pension completa fue muy buena sin embargo la comida era poco variada y muy grasa tal vez todo estaba orientado a los jovenes podrian ser 100 que estaban tambien alojados por lo visto en esa epoca estan en torremolinos chicos que pertenecen a clubs deportivos imaginaros el jaleo a la hora de las comidas sobra decir que nosostros no sabiamos nada de esto por otra parte la limpieza era nefasta soliamos llegar de la playa sobre las 1330 h saliamos del hotel sobre las 1000h y no teniamos la habitacion arreglada ni siquiera papel higienico al dirigirnos a recepcion para pedir explicaciones ya que fueron varios dias de este hecho nos trataron fatal si vuelvo a torremolinos lugar precioso no ire a este hotel,1.0,español_seguro,[],False,0
"[PERSONA] en este hotel en la última semana de Abril del 2011 y aunque ha pasado ya un tiempo, quiero comentar de este hotel que es idealpara parejas o grupos que quieran moverse por la zona:- Al lado de la estación autobuses de [PERSONA] que te lleva a todos lossitios imaginables: Mijas, Fuengirola, bajar a la playa, etc....- A 3 minutos de la estación de Renfe de Torremolinos. Un placer.- Pegado a la calle por excelencia de torremolinos: c San Miguel. En resumen, a la puerta de todo. El hotel en si mismo, es un hotel de 3 estrellas, con una calidad precio muy adecuada. Sin pretensiones. [PERSONA] pequeña pero muycuidada (la estrenaban esa misma semana aunque el bar piscinano estaba abierto), el todo incluido aceptable (bebidas alcoholicassin marca, pero decentes) cervecita muy rica y un trato humano del personal del hotel excelente. [PERSONA] amplias y limpias conexcelentes vistas las altas (estuve en la 10ª planta) al mar, a [PERSONA] al aeropuesto ( es gozoso ver aterrizar- despegar de noche en la terraza relajado, escuchando [PERSONA] pondría una pega: Mucha gente mayor pensionista, escasa variedad en la comida, aunque muy bien preparada y rica y poco personal para tan amplio comedor y tanta gente alojada. Lo recomiendo sin duda.",neutro,es,estuve en este hotel en la ultima semana de abril del 2011 y aunque ha pasado ya un tiempo quiero comentar de este hotel que es idealpara parejas o grupos que quieran moverse por la zona al lado de la estacion autobuses de portillo que te lleva a todos lossitios imaginables mijas fuengirola bajar a la playa etc a 3 minutos de la estacion de renfe de torremolinos un placer pegado a la calle por excelencia de torremolinos c san miguel en resumen a la puerta de todo el hotel en si mismo es un hotel de 3 estrellas con una calidad precio muy adecuada sin pretensiones piscina pequena pero muycuidada la estrenaban esa misma semana aunque el bar piscinano estaba abierto el todo incluido aceptable bebidas alcoholicassin marca pero decentes cervecita muy rica y un trato humano del personal del hotel excelente habitaciones amplias y limpias conexcelentes vistas las altas estuve en la 10ª planta al mar a malagay al aeropuesto  es gozoso ver aterrizar despegar de noche en la terraza relajado escuchando musicasolo pondria una pega mucha gente mayor pensionista escasa variedad en la comida aunque muy bien preparada y rica y poco personal para tan amplio comedor y tanta gente alojada lo recomiendo sin duda,1.0,español_seguro,[],False,0
"estuve en junio de 2011 con un grupo de 35 muchachos, y la verdad que la relacion calidad precio muy bien, comida buena y variada para un tres estrella, ademas incluyen el vino y el agua, por poner algún pero, la piscina es pequeña para el tamaño del hotel.",neutro,es,estuve en junio de 2011 con un grupo de 35 muchachos y la verdad que la relacion calidad precio muy bien comida buena y variada para un tres estrella ademas incluyen el vino y el agua por poner algun pero la piscina es pequena para el tamano del hotel,1.0,español_seguro,[],False,0
"Se trata de la primera y probablemente última experiencia con el Inserso (Mundo Senior) El hotel en cuestión informa en un panfleto que no se repondrá el [PERSONA] ni el gel de baño debido a las alergias que se pueden producir, ¿Habrá una desfachatez mayor? Al parecer hay que agradecer que si repusieran el papel higienico. Los productos de buffet eran de una calidad ínfima y más propios de una pensión inmunda que de un tres estrellas, los boquerones fritos un insulto al plato emblemático de la provincia de málaga y el servicio de comedor más preparado para barrer las calles que para atender el servicio de mesa..... En fin: PARA NO VOLVER",negativo,es,se trata de la primera y probablemente ultima experiencia con el inserso mundo senior el hotel en cuestion informa en un panfleto que no se repondra el jabon ni el gel de bano debido a las alergias que se pueden producir habra una desfachatez mayor al parecer hay que agradecer que si repusieran el papel higienico los productos de buffet eran de una calidad infima y mas propios de una pension inmunda que de un tres estrellas los boquerones fritos un insulto al plato emblematico de la provincia de malaga y el servicio de comedor mas preparado para barrer las calles que para atender el servicio de mesa en fin para no volver,1.0,español_seguro,[],False,0
"Hemos estados hospedados y todo ha sido correcto, no se puede pedir mas, en trato, atención a cliente, etc. etc. la falta de secador de pelo en la habitación, amablemente en recepción te ofrecen uno sin coste alguno. Y eso que ibamos por mundo- senior, que verdaderamente tienen que tener mucha paciencia con ciertas personas. Sinceramentetengo que decir que en todo momento tratan de que el cliente este agusto. ah pero si hasta nos ponen los partidos para que podamos verlos a gusto, en una impresionante sala de tv con butacas instaladas a modo de un cine. Lo único negativo que tengo que aportar, es que no tiene Internet gratuito. Cosa que sinceramente creo deberían adaptarse más a otros hoteles que ya lo tienen.",neutro,es,hemos estados hospedados y todo ha sido correcto no se puede pedir mas en trato atencion a cliente etc etc la falta de secador de pelo en la habitacion amablemente en recepcion te ofrecen uno sin coste alguno y eso que ibamos por mundo senior que verdaderamente tienen que tener mucha paciencia con ciertas personas sinceramentetengo que decir que en todo momento tratan de que el cliente este agusto ah pero si hasta nos ponen los partidos para que podamos verlos a gusto en una impresionante sala de tv con butacas instaladas a modo de un cine lo unico negativo que tengo que aportar es que no tiene internet gratuito cosa que sinceramente creo deberian adaptarse mas a otros hoteles que ya lo tienen,1.0,español_seguro,[],False,0
